total_sqft,bath,balcony,size,location,price,Actual Price,Predicted Price,Error,Squared Error
460.0,1.0,0.0,2,Kaval Byrasandra,22.0,22.0,21.538074943491992,0.46192505650800797,0.21337475782992635
1000.0,2.0,2.0,2,Sanjay nagar,70.0,70.0,82.56066695226065,-12.560666952260647,157.77035428561277
1330.0,2.0,1.0,3,Sarjapura - Attibele Road,48.0,48.0,46.35659910005791,1.6434008999420868,2.700766517930461
2502.0,3.0,3.0,3,Yeshwanthpur,138.0,138.0,134.98163334720098,3.018366652799017,9.110537250729141
650.0,1.0,1.0,2,Chandapura,17.0,17.0,9.107962949284328,7.892037050715672,62.28424880986892
1800.0,3.0,3.0,3,Lakshmiamma Garden,120.0,120.0,95.98205135136035,24.017948648639646,576.861857288691
2497.0,3.0,2.0,3,Sarjapur  Road,140.0,140.0,121.34333244695671,18.65666755304329,348.0712441847784
1540.0,2.0,3.0,3,Kengeri,64.0,64.0,61.91576871141831,2.084231288581691,4.344020064302896
1100.0,2.0,2.0,2,Malleshwaram,75.0,75.0,101.726634804816,-26.726634804816,714.313007990002
276.0,3.0,3.0,2,Hennur Road,23.0,23.0,61.218347978746124,-38.218347978746124,1460.6421222245278
1050.0,2.0,1.0,2,Kadugodi,34.0,34.0,64.33980108529417,-30.33980108529417,920.5035298952173
945.0,2.0,1.0,2,Vajarahalli,54.0,54.0,67.98001136347685,-13.980011363476848,195.4407177229418
1600.0,3.0,1.0,3,Sarjapur,75.0,75.0,79.45450946809277,-4.454509468092766,19.8426546013281
880.0,1.0,1.0,2,Electronic City,16.5,16.5,26.538306390173076,-10.038306390173076,100.76759518298962
1200.0,4.0,0.0,4,Ramaswamy Palya - Kammanahalli Main Road,210.0,210.0,108.57760805587618,101.42239194412382,10286.501587667472
1612.0,3.0,3.0,3,Basavanapura,46.74,46.74,92.19147492832572,-45.451474928325716,2065.836573160221
1125.0,2.0,2.0,2,Hulimavu,50.0,50.0,69.38981818754286,-19.389818187542858,375.96504934596777
2000.0,3.0,1.0,3,RMV Extension,175.0,175.0,92.94101258712797,82.05898741287203,6733.67741522589
1060.0,2.0,1.0,2,Electronic City,60.0,60.0,48.10752311594963,11.892476884050367,141.43100643767232
705.0,1.0,2.0,1,Malleshwaram,67.0,67.0,68.54543608342794,-1.5454360834279441,2.3883726879611036
1704.0,3.0,2.0,3,Vijayanagar,110.0,110.0,109.66982726866162,0.3301727313383793,0.10901403251944561
1260.0,2.0,2.0,3,Kadugodi,54.0,54.0,74.72419794055196,-20.72419794055196,429.4923802791781
1909.0,3.0,2.0,3,Kogilu,88.0,88.0,100.19798760380883,-12.197987603808826,148.7909015826738
1798.0,3.0,2.0,3,"Off Sarjapur Road, ",89.0,89.0,101.73564547342417,-12.73564547342417,162.19666562474958
1500.0,2.0,1.0,2,Shantiniketan Layout,115.0,115.0,64.30424428863104,50.69575571136896,2570.0596471467984
1200.0,2.0,0.0,4,Horamavu Agara,95.0,95.0,60.2407976742835,34.7592023257165,1208.2021463200954
1500.0,3.0,2.0,3,Vijayanagar,75.5,75.5,104.76809154848557,-29.26809154848557,856.6211828905325
1162.0,2.0,1.0,2,Budigere,59.9,59.9,56.78077819507598,3.119221804924017,9.72954466831344
1035.0,2.0,2.0,2,Sarjapur  Road,49.2,49.2,62.52413365974587,-13.324133659745868,177.53253778277283
1600.0,4.0,0.0,4,Attibele,52.8,52.8,105.47917458305318,-52.67917458305318,2775.0954347517963
1005.0,2.0,1.0,2,9th Phase JP Nagar,50.0,50.0,50.76904485369941,-0.7690448536994126,0.5914299870015509
950.0,2.0,2.0,2,Maruthi Sevanagar,47.0,47.0,105.47877896346738,-58.47877896346738,3419.7675890580745
1863.0,3.0,2.0,4,Sarjapur  Road,104.0,104.0,112.5554437247767,-8.555443724776694,73.19561732782091
1010.0,2.0,1.0,2,Singasandra,29.5,29.5,52.290676069937675,-22.790676069937675,519.4149157248298
1664.0,4.0,3.0,4,Begur,65.0,65.0,103.53272359255607,-38.53272359255607,1484.770787460327
1350.0,2.0,1.0,2,Yelahanka,55.55,55.55,60.74210512156674,-5.19210512156674,26.957955593399575
1140.0,2.0,2.0,2,Malleshpalya,46.5,46.5,56.8348486746017,-10.334848674601702,106.80909712691655
1280.0,2.0,2.0,2,Whitefield,75.0,75.0,63.753057873993555,11.246942126006445,126.49370718573837
1464.0,3.0,2.0,3,Haralur Road,56.0,56.0,89.16020679942548,-33.16020679942548,1099.5993149806638
1200.0,2.0,0.0,2,T.C PALYA,79.0,79.0,65.00002972734839,13.999970272651609,195.99916763512877
1250.0,2.0,2.0,2, Devarachikkanahalli,40.0,40.0,59.41911476432185,-19.419114764321847,377.10201822990274
1850.0,3.0,1.0,3,7th Phase JP Nagar,150.0,150.0,114.32221078753429,35.67778921246571,1272.9046430891347
1200.0,2.0,2.0,2,Basaveshwara Nagar,65.0,65.0,104.30798265794273,-39.30798265794273,1545.1175006371263
1260.0,3.0,1.0,3,Bommasandra,49.36,49.36,65.9789179726782,-16.618917972678204,276.18843458260665
11.0,3.0,2.0,3,Suragajakkanahalli,74.0,74.0,43.43056228318663,30.56943771681337,934.4905223221317
1388.0,2.0,3.0,2,Akshaya Nagar,57.0,57.0,66.65741730958612,-9.657417309586123,93.26570909149366
1116.0,2.0,1.0,2,Magadi Road,50.0,50.0,59.840090538083274,-9.840090538083274,96.82738179767597
1308.0,2.0,2.0,2,Narayanapura,89.04,89.04,78.89517034385936,10.144829656140644,102.9175687521107
930.0,2.0,2.0,2,KR Puram,39.0,39.0,45.870533785575724,-6.870533785575724,47.204234498737485
1200.0,2.0,2.0,2,Begur Road,46.8,46.8,43.6956791061053,3.1043208938946947,9.636808212271156
1600.0,2.0,1.0,3,Lakshminarayana Pura,108.0,108.0,103.24391472540911,4.7560852745908875,22.62034713918028
451.0,1.0,0.0,1,8th Phase JP Nagar,29.9,29.9,14.692715229106724,15.207284770893274,231.2615101030425
1801.0,3.0,2.0,3,Hegde Nagar,115.0,115.0,113.4810953234477,1.518904676552296,2.307071416452435
1145.0,2.0,2.0,2,Raja Rajeshwari Nagar,45.79,45.79,46.712288931345306,-0.9222889313453067,0.8506168728820678
1113.27,2.0,2.0,2,Electronics City Phase 1,53.0,53.0,51.38097221988397,1.6190277801160278,2.621250952787433
1050.0,2.0,1.0,2,Doddathoguru,32.0,32.0,38.13939472106034,-6.1393947210603415,37.69216754098359
750.0,2.0,1.0,2,Kengeri,38.0,38.0,38.702508975421125,-0.7025089754211251,0.493518860547239
1125.0,2.0,2.0,2,Billekahalli,62.0,62.0,76.77909818802686,-14.779098188026865,218.42174325133894
1069.0,2.0,1.0,2,Samethanahalli,55.0,55.0,39.073638551144704,15.926361448855296,253.64898899958416
1630.0,3.0,2.0,3,Udayapur Village,68.29,68.29,85.2439988100243,-16.953998810024288,287.438075650305
1750.0,3.0,2.0,3,Ardendale,100.0,100.0,103.63557525025941,-3.635575250259407,13.217407400298752
630.0,1.0,1.0,1,Electronic City,34.65,34.65,14.085340324923536,20.564659675076463,422.905227551716
1295.0,2.0,1.0,2,Raja Rajeshwari Nagar,55.47,55.47,51.42395093162807,4.046049068371929,16.37051306367335
1200.0,4.0,2.0,4,Thippasandra,200.0,200.0,111.95060875554233,88.04939124445767,7752.6952985195785
850.0,2.0,1.0,2,Hoysalanagar,30.0,30.0,35.75443046017035,-5.754430460170347,33.11346992093632
1130.0,2.0,1.0,2,Whitefield,42.16,42.16,61.25628499166447,-19.096284991664476,364.66810048286993
1320.0,2.0,1.0,2,Koramangala,165.0,165.0,115.50576683753113,49.49423316246887,2449.6791163408334
2000.0,4.0,2.0,4,Bank Avenue,99.0,99.0,-51495292334.08714,51495292433.08714,2.651765142769162e+21
1208.0,2.0,1.0,2,Chikkalasandra,49.0,49.0,50.76160214134242,-1.761602141342422,3.1032421043822067
1130.0,2.0,2.0,2,Hebbal Kempapura,60.0,60.0,122.31286110690218,-62.312861106902176,3882.8926593280817
1753.0,3.0,2.0,3,Surabhi Layout,120.0,120.0,90.93922359913356,29.060776400866445,844.5287250211561
1000.0,2.0,1.0,2,Omkar Nagar,53.0,53.0,33.748903306647584,19.251096693352416,370.60472389680433
1035.0,2.0,1.0,2,Yelahanka,45.0,45.0,53.17324849482429,-8.173248494824293,66.80199095814757
375.0,2.0,0.0,1,Shampura,26.0,26.0,28.57373996309068,-2.5737399630906808,6.624137397610019
1115.0,2.0,1.0,2,Kada Agrahara,40.0,40.0,26.20994484513065,13.79005515486935,190.16562117433872
1000.0,2.0,1.0,2,JP Nagar,35.0,35.0,66.87518847093286,-31.875188470932855,1016.0276400574908
700.0,1.0,0.0,1,Medahalli,41.0,41.0,10.855492903485167,30.144507096514833,908.6913080918331
8500.0,4.0,2.0,4,Banashankari Stage III,145.0,145.0,301.24312305476434,-156.24312305476434,24411.91350190623
1599.0,3.0,2.0,3,Electronic City,125.0,125.0,83.64132602201454,41.35867397798546,1710.5399132172918
1150.0,2.0,1.0,2,Whitefield,70.0,70.0,61.73684731717192,8.263152682828078,68.27969225972888
1222.0,2.0,2.0,2,Arekere,45.0,45.0,75.10387852284731,-30.10387852284731,906.2435021183476
1372.0,2.0,1.0,2,HSR Layout,68.0,68.0,62.223976880173794,5.776023119826206,33.36244308076686
1286.0,2.0,2.0,2,Uttarahalli,63.0,63.0,49.690564708307775,13.309435291692225,177.1410677837425
1200.0,2.0,2.0,3,Banashankari,42.0,42.0,73.6981072689057,-31.6981072689057,1004.7700044310525
656.0,2.0,1.0,2,Attibele,25.0,25.0,34.30900267489284,-9.309002674892838,86.65753080116201
1056.0,2.0,1.0,2,3rd Block Hrbr Layout,80.0,80.0,114.19300245887425,-34.19300245887425,1169.1614171525803
595.0,1.0,1.0,1,Bannerghatta Road,33.32,33.32,22.727707964866454,10.592292035133546,112.19665055755357
1080.0,2.0,2.0,2,Ittamadu,50.0,50.0,61.22098599905878,-11.220985999058783,125.91052679107324
2100.0,3.0,2.0,3,Sarjapur  Road,125.0,125.0,111.80417028563369,13.195829714366312,174.1299218505529
540.0,1.0,1.0,1,Byatarayanapura,36.0,36.0,73.49625325782546,-37.49625325782546,1405.9690083749863
1020.0,2.0,1.0,2,Mysore Road,48.95,48.95,54.39812244361471,-5.448122443614707,29.68203816061829
1020.0,2.0,1.0,2,Jigani,40.0,40.0,49.631502312252195,-9.631502312252195,92.76583679091938
1430.0,2.0,1.0,3,HSR Layout,65.0,65.0,70.06354462055175,-5.0635446205517525,25.639484124318592
1450.0,2.0,3.0,3,Kalena Agrahara,85.0,85.0,72.81436625662145,12.185633743378546,148.48966972776583
1075.0,2.0,2.0,2,Thanisandra,45.8,45.8,59.62751187162725,-13.827511871627252,191.20008455999258
711.0,1.0,1.0,1,Kanakapura,36.0,36.0,19.853752896836774,16.146247103163226,260.7012955164069
1440.0,2.0,3.0,3,Singasandra,65.0,65.0,66.85381394680064,-1.853813946800642,3.436626149352574
1225.0,2.0,2.0,2,Mahadevpura,48.0,48.0,55.949996356617646,-7.949996356617646,63.20244207023385
875.0,2.0,3.0,2,Chikkalasandra,52.8,52.8,40.54535030368962,12.25464969631038,150.1764391792801
1210.0,2.0,2.0,2,Sarjapur  Road,58.0,58.0,66.72905400793613,-8.729054007936128,76.19638387346578
1100.0,2.0,1.0,3,Kanakpura Road,58.0,58.0,60.79778011261112,-2.7977801126111217,7.8275735585223005
1132.5,2.0,0.0,2,Yelahanka,48.13,48.13,56.623434390649976,-8.493434390649973,72.13842774827569
1630.0,2.0,2.0,2,Shanthala Nagar,200.0,200.0,157.03074171983064,42.969258280169356,1846.3571571479029
1640.0,2.0,1.0,3,Bannerghatta Road,120.0,120.0,77.97311926165315,42.02688073834685,1766.2587045952291
1190.0,2.0,2.0,3,Kodichikkanahalli,57.0,57.0,56.85821099920561,0.1417890007943896,0.020104120746271416
1875.0,3.0,2.0,3,Ambedkar Colony,165.0,165.0,179.68374278596747,-14.683742785967468,215.61230220445165
1200.0,3.0,2.0,3,Brookefield,140.0,140.0,92.7294933179686,47.270506682031396,2234.500801975975
1140.0,2.0,1.0,2,Whitefield,56.0,56.0,61.49656615441819,-5.49656615441819,30.21223948989557
1750.0,3.0,1.0,3,Surabhi Layout,120.0,120.0,91.97458380928427,28.02541619071573,785.4239526628314
1500.0,3.0,1.0,3,Anjanapura,139.0,139.0,72.83513460442356,66.16486539557644,4377.789412814749
1580.0,3.0,3.0,3,Kothanur,76.0,76.0,90.32939448525988,-14.329394485259883,205.33154631419634
1033.0,2.0,2.0,3,Dommasandra,25.53,25.53,37.62003758372856,-12.09003758372856,146.1690087759691
1200.0,2.0,2.0,2,Chandapura,32.0,32.0,38.460138137971995,-6.460138137971995,41.73338476168028
1500.0,2.0,3.0,3,Begur Road,54.0,54.0,56.24260642614665,-2.2426064261466507,5.029283582594253
1210.0,4.0,2.0,5,Jeevan bima nagar,160.0,160.0,146.68299613868163,13.31700386131837,177.34259184236836
1202.0,2.0,1.0,2,Haralur Road,53.0,53.0,60.28219210163884,-7.282192101638842,53.03032180517113
656.0,2.0,1.0,2,Anekal,22.0,22.0,34.00210185210517,-12.00210185210517,144.05044886830635
1100.0,2.0,0.0,2,New Gurappana Palya,48.0,48.0,14.9205692852329,33.0794307147671,1094.248736413077
600.0,1.0,1.0,1,Chelekare,60.0,60.0,12.757136761381751,47.24286323861825,2231.8881269827875
1468.0,2.0,1.0,2,Ambedkar Colony,140.0,140.0,147.32165122825177,-7.321651228251767,53.60657670816061
1300.0,2.0,3.0,2,Hulimavu,36.0,36.0,72.48729397675626,-36.48729397675626,1331.3226217462338
775.0,2.0,1.0,2,V.V Puram,55.0,55.0,49.878028494657045,5.121971505342955,26.23459210154518
1779.0,3.0,2.0,3,Battarahalli,89.61,89.61,92.7845347811197,-3.1745347811197036,10.077671076538724
2376.0,3.0,1.0,3,Hosakerehalli,203.0,203.0,129.51294558501417,73.48705441498583,5400.347166591089
445.0,1.0,0.0,1, Thanisandra,28.0,28.0,24.24292119049754,3.7570788095024596,14.11564118081242
940.0,2.0,1.0,2,Electronic City,41.0,41.0,45.22414916290491,-4.224149162904908,17.843436150470236
1100.0,2.0,0.0,2,7th Phase JP Nagar,46.0,46.0,73.71847534736573,-27.718475347365725,768.3138755825215
1176.0,2.0,0.0,2,Padmanabhanagar,62.0,62.0,81.42343515298558,-19.423435152985576,377.2698331422358
1141.0,2.0,1.0,2,Anandapura,42.79,42.79,44.21600001339644,-1.4260000133964397,2.033476038206646
1950.0,4.0,0.0,4,Yeshwanthpur,130.0,130.0,148.7305396327415,-18.73053963274151,350.8331149337005
1114.0,2.0,1.0,2,Thanisandra,39.0,39.0,61.672052965343624,-22.672052965343624,514.0219856633466
1000.0,2.0,2.0,2,Hebbal,45.0,45.0,74.83570623028726,-29.835706230287258,890.1693662600019
1339.0,2.0,3.0,2,Kanakpura Road,75.0,75.0,57.87967378806522,17.12032621193478,293.10556960306116
1040.0,2.0,1.0,2,7th Phase JP Nagar,39.52,39.52,71.16934381186653,-31.649343811866522,1001.6809637217337
1075.0,3.0,2.0,3,Bisuvanahalli,36.0,36.0,61.23180584126999,-25.23180584126999,636.6440260115463
1630.0,3.0,2.0,3,1st Block Jayanagar,194.0,194.0,108.55362316166938,85.44637683833062,7301.083314798004
1240.0,3.0,2.0,3,8th Phase JP Nagar,43.5,43.5,78.81619543765379,-35.31619543765379,1247.2336601905583
1142.0,2.0,2.0,2,Brookefield,70.0,70.0,67.64576978138119,2.3542302186188095,5.542399922257967
1170.0,2.0,2.0,2,Yeshwanthpur,57.0,57.0,80.39353423476545,-23.393534234765454,547.2574439931433
1345.0,2.0,1.0,2,Uttarahalli,67.0,67.0,52.2156681275316,14.7843318724684,218.57646891528498
1140.0,2.0,1.0,2,Raja Rajeshwari Nagar,49.39,49.39,47.69959290894527,1.6904070910547304,2.857476133488116
1300.0,2.0,1.0,2,Battarahalli,50.0,50.0,58.69241885157717,-8.692418851577173,75.55814549125422
2072.0,4.0,2.0,3,Thigalarapalya,142.0,142.0,153.76330117589794,-11.763301175897936,138.37525455488176
1145.0,2.0,2.0,3,Hosur Road,60.0,60.0,76.37889359615266,-16.378893596152665,268.2681554340908
1278.0,2.0,2.0,2,Sarjapur  Road,95.0,95.0,68.36296591466146,26.63703408533854,709.5315848634873
1100.0,3.0,2.0,3,Kanakpura Road,58.0,58.0,76.93449134984374,-18.93449134984374,358.5149626773074
1015.0,2.0,2.0,2,Chandapura,25.88,25.88,34.014936627028035,-8.134936627028036,66.17719392576228
1200.0,2.0,0.0,3,TC Palaya,66.0,66.0,66.29650295148018,-0.29650295148017847,0.08791400023645707
1000.0,1.0,1.0,1,Varthur,70.0,70.0,27.021173452247943,42.97882654775206,1847.179531421757
1005.0,2.0,1.0,2,Magadi Road,55.78,55.78,57.17296963151691,-1.3929696315169053,1.940364394328343
1904.0,3.0,2.0,3,Hennur Road,120.0,120.0,107.88950283043621,12.110497169563786,146.66414169401247
686.0,1.0,1.0,1,BAGUR,17.0,17.0,-24726583959.85971,24726583976.85971,6.114039551646954e+20
2400.0,3.0,1.0,2,Electronic City Phase II,150.0,150.0,86.92334379526315,63.07665620473685,3978.664557970568
793.0,2.0,1.0,2,Bannerghatta Road,45.0,45.0,51.175367780006056,-6.175367780006056,38.135167218336925
1001.0,2.0,2.0,2,Naganathapura,33.03,33.03,59.85409298927108,-26.82409298927108,719.5319646970619
884.0,1.0,0.0,2,Konanakunte,58.0,58.0,66.72598921681629,-8.725989216816288,76.14288781199413
1800.0,4.0,3.0,5,Ramamurthy Nagar,187.0,187.0,128.0984502271686,58.9015497728314,3469.392565641335
1799.0,3.0,3.0,3,Kasavanhalli,90.0,90.0,103.23662007281587,-13.236620072815867,175.20811095207193
1080.0,3.0,1.0,4,Kammanahalli,155.0,155.0,104.28095363043757,50.719046369562435,2572.4216646378245
1495.0,2.0,1.0,2,Whitefield,79.5,79.5,70.02654743217553,9.473452567824467,89.74630355481997
1540.0,3.0,0.0,3,Uttarahalli,50.0,50.0,81.69868815282192,-31.698688152821916,1004.8068306098525
1303.0,2.0,2.0,2,Raja Rajeshwari Nagar,55.79,55.79,50.508731302854216,5.281268697145784,27.891799051451923
1425.0,2.0,2.0,2,Hoodi,80.0,80.0,72.73008339444934,7.269916605550662,52.85168745166126
1255.0,2.0,2.0,2,Somasundara Palya,67.0,67.0,55.936252640701056,11.063747359298944,122.40650563039435
1025.0,2.0,1.0,2,Pattandur Agrahara,44.5,44.5,55.661232380791034,-11.161232380791034,124.5731082580183
1256.0,2.0,1.0,2,5th Phase JP Nagar,62.8,62.8,62.41548026895548,0.3845197310445201,0.14785542356255008
400.0,1.0,1.0,1,Attibele,12.0,12.0,4.467712115781602,7.532287884218398,56.73536077074328
1246.0,2.0,1.0,2,Vittasandra,64.5,64.5,63.963266057864175,0.5367339421358253,0.28808332464066344
1209.0,2.0,1.0,2,Nagappa Reddy Layout,50.0,50.0,54.93522038518145,-4.935220385181452,24.35640025031056
1200.0,3.0,0.0,3,TC Palaya,66.0,66.0,83.54065874768963,-17.540658747689633,307.67470930290085
1500.0,3.0,1.0,3,7th Phase JP Nagar,170.0,170.0,105.9123700911538,64.0876299088462,4107.224307333237
929.0,2.0,1.0,2,Kanakapura,46.0,46.0,48.78197503748384,-2.7819750374838392,7.739385109183209
2805.0,4.0,3.0,4,Haralur Road,154.0,154.0,143.96455895833935,10.035441041660647,100.71007690064692
500.0,1.0,1.0,1,Ananth Nagar,14.0,14.0,-2.9468633596103047,16.946863359610305,287.19617772930224
1340.0,2.0,2.0,3,Channasandra,48.33,48.33,49.57372624614624,-1.2437262461462382,1.546854975353013
1500.0,3.0,2.0,3,Singena Agrahara,115.0,115.0,118.94640622591754,-3.946406225917542,15.574122099960737
1420.0,2.0,2.0,3,7th Phase JP Nagar,96.0,96.0,85.6385204339377,10.3614795660623,107.36025879792659
2144.0,3.0,2.0,3,Thanisandra,135.0,135.0,109.00366096261656,25.996339037383436,675.809643346586
1243.0,2.0,1.0,2,Haralur Road,46.0,46.0,61.26734486892913,-15.26734486892913,233.0918193468166
1265.0,2.0,0.0,2,Electronic City,56.93,56.93,54.14073151137789,2.789268488622106,7.780018701620248
1225.0,2.0,2.0,2,Hanumanth Nagar,55.11,55.11,54.06140444446066,1.048595555539336,1.0995526390968489
1246.0,2.0,1.0,2,Vittasandra,64.5,64.5,63.963266057864175,0.5367339421358253,0.28808332464066344
1590.0,3.0,3.0,3,Hosakerehalli,49.0,49.0,108.41195707461748,-59.411957074617476,3529.7806434361896
1520.0,2.0,1.0,3,Dasarahalli,75.0,75.0,83.8895262792298,-8.889526279229798,79.02367746911719
1117.0,2.0,2.0,2,Kodigehaali,56.0,56.0,56.94708835645966,-0.947088356459659,0.8969763549414582
1937.0,3.0,2.0,3,Marathahalli,160.0,160.0,109.05712721973967,50.94287278026033,2595.176287105789
1128.0,2.0,1.0,2,Electronic City,65.49,65.49,49.74143502267499,15.748564977325003,248.01729884502768
1025.0,2.0,1.0,3,Sompura,48.0,48.0,40.47182579108804,7.528174208911963,56.67340691972726
1300.0,2.0,2.0,3,Banashankari,75.0,75.0,76.10091889644298,-1.1009188964429768,1.2120224165452218
1255.0,2.0,1.0,3,Hebbal,77.68,77.68,88.51625743589048,-10.836257435890474,117.42447521689158
1651.0,3.0,3.0,3,Thanisandra,97.38,97.38,96.05035507988094,1.3296449201190512,1.767955613598398
1349.0,2.0,2.0,2,Kasavanhalli,78.0,78.0,69.84131951525914,8.158680484740856,66.56406725209129
1617.0,3.0,3.0,3,Uttarahalli,66.68,66.68,80.22651942909513,-13.546519429095127,183.50818864285176
1384.0,3.0,2.0,3,RWF West Colony,62.28,62.28,84.56376535647578,-22.283765356475783,496.56619846247025
1984.0,4.0,1.0,3,Sarjapur  Road,146.0,146.0,127.36850915287675,18.631490847123246,347.13245118643727
2150.0,4.0,1.0,4,Vibuthipura,80.0,80.0,130.29687395831027,-50.29687395831027,2529.77552997815
957.0,2.0,1.0,2,Kannamangala,56.0,56.0,62.93200919580447,-6.9320091958044685,48.05275149071771
1565.0,3.0,2.0,3,Kasturi Nagar,88.5,88.5,100.92862071020579,-12.428620710205792,154.4706127581563
1403.0,2.0,2.0,3,Whitefield,60.81,60.81,73.15445317227075,-12.344453172270747,152.3855241223853
2750.0,4.0,0.0,4,Haralur Road,220.0,220.0,145.96534624012435,74.03465375987565,5481.12995734467
1009.0,2.0,1.0,2,Channasandra,38.34,38.34,36.28192732156834,2.058072678431664,4.235663149706883
1535.0,3.0,2.0,3,Kudlu Gate,86.0,86.0,88.00459632241521,-2.0045963224152104,4.018406415840586
665.0,1.0,0.0,1,Binny Pete,50.75,50.75,78.72151631442325,-27.971516314423255,782.4057249280463
1395.0,2.0,1.0,2,Gollahalli,63.59,63.59,49.20419816250926,14.385801837490746,206.95129450755212
1275.0,2.0,2.0,3,Kothannur,43.85,43.85,48.6044064012423,-4.754406401242299,22.604380228173753
2000.0,4.0,0.0,4,Electronic City,120.0,120.0,119.18158255900846,0.8184174409915386,0.6698071077191385
1200.0,2.0,2.0,2,Bommanahalli,40.0,40.0,47.708609235717525,-7.708609235717525,59.42265634898952
1610.0,3.0,1.0,3,Marathahalli,90.0,90.0,102.3073777566696,-12.307377756669595,151.4715472453655
1140.0,2.0,2.0,2,Haralur Road,43.0,43.0,57.68500433358891,-14.685004333588907,215.64935227752497
1500.0,3.0,1.0,3,Whitefield,130.0,130.0,93.83678080616819,36.16321919383181,1307.7784224611253
1132.0,2.0,1.0,2,"ECC Road, Whitefield, ",67.0,67.0,59.77287889992198,7.227121100078023,52.23127939519297
940.0,2.0,1.0,2,JP Nagar,49.0,49.0,65.43350149441049,-16.433501494410493,270.0599713667919
1739.0,3.0,1.0,3,Vijayanagar,116.0,116.0,111.61825589727651,4.381744102723488,19.199681381752065
1178.0,2.0,3.0,2,Nagondanahalli,47.0,47.0,33.79218249780328,13.207817502196718,174.44644317133395
1065.0,2.0,1.0,3,Chandapura,33.0,33.0,42.769723996179835,-9.769723996179835,95.44750696153207
999.0,2.0,3.0,2,BEML Layout,45.0,45.0,50.610967227947526,-5.610967227947526,31.482953233101146
1267.0,3.0,2.0,3,Dommasandra,56.0,56.0,60.486772588375246,-4.486772588375246,20.131128259795503
1150.0,2.0,3.0,2,Sanjay nagar,72.2,72.2,85.05743983458973,-12.857439834589727,165.3137591000947
1146.0,2.0,1.0,2,Marathahalli,70.0,70.0,67.46823901228083,2.531760987719167,6.409813698936733
785.0,1.0,1.0,1,Electronics City Phase 1,55.0,55.0,20.910614256528383,34.08938574347162,1162.086220367206
1090.0,2.0,3.0,2,Billekahalli,52.0,52.0,74.830669559412,-22.830669559412,521.2394725310618
1595.0,3.0,2.0,3,"Varthur Road, ",76.0,76.0,92.9501139540702,-16.950113954070204,287.30636305596545
1215.0,2.0,0.0,2,Bannerghatta Road,50.0,50.0,62.42267740719021,-12.422677407190207,154.32291396311402
1145.0,2.0,3.0,2,Banashankari Stage III,58.4,58.4,76.02869770518902,-17.62869770518902,310.7709827809366
1654.0,3.0,2.0,3,Bannerghatta Road,100.0,100.0,94.446224126741,5.553775873258999,30.844426450393758
750.0,2.0,1.0,3,Kavika Layout,75.0,75.0,55.723262583963134,19.276737416036866,371.5926054068357
620.0,2.0,1.0,2,Anekal,22.0,22.0,33.13708966619174,-11.137089666191741,124.03476623279488
1330.0,2.0,1.0,2,Whitefield,71.0,71.0,66.06190824673902,4.938091753260977,24.384750163624073
2500.0,3.0,2.0,3,JP Nagar,135.0,135.0,125.50001111763103,9.499988882368967,90.24978876513399
1475.0,2.0,2.0,3,Poorna Pragna Layout,58.99,58.99,59.27612363096726,-0.28612363096726057,0.0818667321978891
1363.0,2.0,2.0,2,Neeladri Nagar,68.0,68.0,56.60424386734357,11.39575613265643,129.86325783497665
